SERIALNO,SPORDER,PUMA,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANP,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FHICOVP,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB
46287,2,3751,1007588,128,52,5,,6,2,2,2,2,2,,,2,4,2,1,,2,2,2,2,1,2,2,2,0,,,,1200,1,1,2,2,1,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,13,9,5900,2,0,0,0,18,1,1,2,1992,1,210,999,6,2,,1,6,0,,,1,2,4580,,,,,1,4249Z,2,4,0,7750,4,5900,5900,303,172,,,2,1,4,8,67,15,0,0,0,0,1,0,1,0,0,,,,,512090,,3
46287,3,3751,1007588,211,33,4,2008,6,2,2,2,2,2,,,2,2,,2,,,2,2,2,1,2,2,2,0,15,3,1,1200,1,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,8,16,26000,1,0,0,0,35,1,1,1,1992,1,210,999,6,2,3,1,1,1,,,1,2,4580,109,67,,,1,4249Z,2,4,0,8965,,26000,26000,303,172,3700,6,2,1,4,8,67,15,0,0,0,0,1,0,1,0,0,,,1,2,5191XX,,3
46287,4,3751,1007588,176,20,1,,,2,2,2,2,2,,,2,1,2,2,,,2,2,2,1,2,2,2,0,,,,1200,1,5,2,2,3,2,1995,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,15,19,0,2,0,0,0,,3,,2,,1,210,999,,2,,,6,0,,,1,2,,,,,,6,,1,,0,,4,0,0,6,172,,,2,1,1,8,67,15,0,0,0,0,1,0,1,0,0,,,,,,,1
46287,5,3751,1007588,152,11,1,,4,2,2,2,2,2,,,2,1,,2,,,1,2,2,1,2,2,2,0,12,1,1,1200,1,5,2,2,2,2,1995,1,4,,,,,,,,,,3,5,3,3,3,0,0,7,0,2,8,8,0,1,0,0,88000,40,1,1,1,,1,210,999,,2,1,1,1,1,2304,,1,2,7860,84,43,,,1,6111,1,2,0,2310,4,88000,88000,6,172,7100,6,1,1,1,8,67,15,0,0,0,0,1,0,1,0,1,2,2,1,4,252020,,1
46287,6,3751,1007588,171,9,1,,1,2,2,2,2,2,,,2,1,2,,,,1,2,2,1,2,2,2,0,12,1,1,1200,1,5,,,,,,1,4,,,,,,,,,,2,1,2,1,3,0,0,7,0,2,7,7,0,2,0,0,23000,32,1,1,1,,1,210,999,,2,1,1,1,1,,,1,2,6390,84,43,,,6,493,1,2,0,430,4,23000,23000,6,172,7100,6,1,1,2,8,67,15,0,0,0,0,1,0,1,0,1,,,1,4,119XXX,,1
46287,7,3751,1007588,209,3,1,,6,2,2,2,2,2,,2,2,,,2,,,2,2,2,1,2,2,2,1400,,,11,,2,5,,,,,,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,7,12800,2,1,1,6600,1,0,11700,0,6,1,1,1,,1,210,999,,2,,1,1,1,6201,,1,2,7280,,,,,6,5412,1,2,0,800,,6600,32500,6,172,9900,6,2,1,4,8,67,15,0,0,0,0,1,0,1,0,1,2,2,1,4,132011,6,1
46287,8,3751,1007588,192,33,1,,1,2,2,2,2,2,,,2,2,2,2,,,1,2,2,1,2,2,2,0,10,1,1,1200,1,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,9,0,1,,16,0,2,0,0,23000,40,1,1,1,1980,1,210,999,5,2,1,,1,1,,,1,2,7790,126,82,,,1,562,1,,0,5400,3,23000,23000,6,172,3700,6,1,1,3,8,67,15,0,0,0,0,1,0,1,0,0,,,1,2,434171,,1
46303,1,3756,1007588,82,45,1,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,10,1,1,7060,2,3,2,2,1,2,1991,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,11,18,0,2,0,0,34000,52,1,1,1,,1,917,999,,2,1,5,1,0,,,1,1,7860,206,122,,,4,6111,1,6,0,2540,4,34000,34000,6,309,3700,6,1,2,3,3,20,3,1,0,0,0,1,0,0,0,0,,,,,259041,,1
46303,2,3756,1007588,73,25,1,,3,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,17,1,1,,2,5,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,15,20,0,2,0,0,8500,15,1,3,1,,1,215,999,,2,1,,1,0,,,1,2,7860,174,105,,,6,6111,1,,0,4600,4,8500,8500,6,309,3700,6,1,2,1,9,68,41,1,0,0,0,2,0,1,0,0,,,,,399011,,1
46303,3,3756,1007588,63,23,1,,1,2,2,2,2,2,,,2,1,2,1,,2,1,2,2,2,2,2,2,0,15,1,1,1200,2,5,2,2,2,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,15,19,0,2,0,0,15000,35,1,1,1,,1,215,999,,2,1,,1,0,,,1,2,5380,82,40,,,6,45211,1,,0,4700,4,15000,15000,6,309,3700,6,1,2,2,9,68,41,1,0,0,0,2,0,1,0,0,,,,,411011,,1
46303,4,3756,1007588,72,41,1,,1,2,2,2,2,2,,,2,1,,2,,2,1,2,2,2,2,2,2,0,15,1,1,1200,2,5,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,21,0,1,0,0,39000,45,1,1,1,1998,1,902,999,6,2,1,,1,0,6212,,1,1,4970,169,103,,,6,4451,1,,0,4700,,39000,39000,6,315,3700,6,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,2,2,,,411011,,1
46305,1,3727,1007588,62,65,1,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,1500,40,1,1,1200,2,1,2,2,1,2,1996,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,15,23,0,1,0,0,249000,45,1,1,1,,1,142,999,,2,1,,1,0,5200,5506,1,1,7270,126,79,,,1,5411,1,,0,2100,1,249000,250500,34,501,3700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,1,3,2310XX,,1
46305,2,3727,1007588,64,55,1,,6,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,1500,50,1,1,,2,1,2,2,2,2,1996,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,6,23,349000,2,0,0,0,65,1,1,1,,2,100,924,,2,1,1,1,0,5200,,1,1,7270,128,79,,,1,5411,1,2,0,2100,4,349000,350500,25,501,3700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,,1
46333,1,7112,1007588,63,76,4,1978,1,2,2,2,2,2,,,2,1,,2,,,2,2,1,2,2,2,2,60000,,,,2000,1,1,2,2,1,2,1974,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,8400,1,2,23,0,1,0,14000,0,,2,,2,1968,1,782,999,3,2,,1,6,0,5507,,1,1,4290,,,,,1,4239Z,2,2,0,4850,,0,82400,240,501,,,2,1,4,6,44,5,0,1,0,0,1,0,0,0,0,1,2,,,414010,,4
46333,2,7112,1007588,63,70,4,1978,,2,2,2,2,2,,,2,1,,2,,,2,2,1,2,2,2,2,0,,,,2000,1,1,2,2,1,2,1974,1,4,,,,,,,,,,2,5,2,2,2,0,0,1,0,1,,22,0,2,0,7800,0,,3,,2,1969,1,706,999,3,2,,7,6,0,3600,,1,1,,,,,,1,,2,7,0,,4,0,7800,207,501,,,2,1,3,6,44,5,0,1,0,0,1,0,0,0,0,1,2,1,5,,,4
46339,1,6705,1007588,54,33,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,60,7,1,1,,2,5,2,2,2,2,2002,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,23,0,1,0,0,135000,40,1,1,1,,1,210,999,,2,1,,1,0,3600,,1,3,8180,93,53,,,6,621M,1,,0,3040,4,135000,135060,6,501,6700,6,1,2,1,8,67,15,0,0,0,0,1,0,1,0,0,1,2,,,291041,,1
46339,2,6705,1007588,73,28,4,2014,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,20,1,1,1250,1,5,2,2,3,2,2002,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,2,15,19,0,2,0,0,40000,40,1,1,1,1994,1,148,999,6,2,1,,1,0,6402,,1,1,6890,92,49,,,6,522M,2,,0,4820,4,40000,40000,163,324,6700,6,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,413031,,5
46360,1,103,1007588,77,47,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,300,65,2,1,,2,3,2,2,1,2,1994,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,2,0,0,169000,45,1,1,1,,2,924,750,,2,2,,1,0,6402,,1,1,6890,101,49,,,4,522M,1,,0,430,1,169000,169300,15,501,8500,6,1,2,2,9,68,22,0,1,0,0,2,0,0,1,0,2,2,,,119XXX,,1
46360,2,103,1007588,56,5,1,,2,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,3,1,,2,5,2,2,2,2,2010,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,2,1,0,1,0,0,3600,5,1,3,1,,2,22,50,,2,3,7,1,0,1100,,1,1,8470,122,79,,,1,6244,1,7,1,4600,1,3600,3600,6,501,7900,6,1,2,2,9,68,22,0,1,0,0,2,0,0,1,1,2,2,,,399011,,1
46360,3,103,1007588,66,41,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,24000,65,2,1,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,21,0,1,0,0,170000,50,1,1,1,,2,87,22,,2,2,1,1,0,2102,,1,1,6890,101,49,,,6,522M,1,1,0,1020,,170000,194000,37,501,8500,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,15113X,,1
46373,1,3718,1007588,64,30,1,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,50,1,1,,2,1,2,2,1,2,2013,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,28000,38,1,1,1,,1,210,999,,2,1,,1,0,,,1,2,6990,152,91,,,1,524,1,,0,5840,3,28000,28000,6,181,3700,6,2,1,4,8,67,15,0,0,0,0,1,0,1,0,0,,,,,439041,,1
46373,2,3718,1007588,65,35,1,,1,2,2,2,2,2,,,2,,1,2,,,2,2,2,1,2,2,2,0,20,1,1,,2,1,2,2,1,2,2013,1,4,,,,,,,,,,1,5,2,3,3,0,0,1,0,1,,14,0,1,0,0,16000,40,1,4,2,,1,210,999,,2,1,,2,0,,,1,2,4080,104,61,,,1,4232,1,,0,9620,1,16000,16000,6,181,6100,6,2,1,2,8,67,15,0,0,0,0,1,0,1,0,0,,,,,537062,,1
46373,3,3718,1007588,81,8,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,5,6,,1,,,,,,,,,1,210,999,,2,,1,,1,,,1,2,,,,,,,,1,1,1,,,,,6,181,,,2,1,1,8,67,15,0,0,0,0,1,0,1,0,1,,,,,,,1
46373,4,3718,1007588,76,3,1,1997,3,2,2,2,2,2,,,2,1,2,2,,,2,2,2,1,2,2,2,0,13,1,1,1200,1,5,2,2,1,2,2001,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,16,1,0,2,0,0,80000,30,1,1,1,1992,1,210,999,6,2,1,1,1,0,2304,,1,2,7860,105,64,,,1,6111,1,1,1,2320,2,80000,80000,6,181,3700,6,2,1,4,8,67,15,0,0,0,0,1,0,1,0,1,2,2,,,252030,,1
46380,1,11106,1007588,78,39,1,2004,6,2,2,2,2,2,,,2,1,2,2,,,2,1,2,2,2,2,2,0,,,11,1200,2,5,2,2,2,2,2001,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,15,21,13000,2,0,0,0,60,1,3,1,1985,2,97,26,5,2,,,1,0,4801,,1,1,7370,,,,,6,5414,1,,0,2630,4,13000,13000,6,104,11100,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,271020,,1
46397,1,7304,1007588,228,53,1,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,10,1,1,1200,2,3,2,2,2,2,1985,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,9,21,0,2,0,0,90000,50,1,1,1,,2,51,142,,2,1,1,1,0,6206,,1,1,6970,84,43,,,4,52M2,1,4,0,5700,2,90000,90000,36,501,7300,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,436010,,1
46397,2,7304,1007588,226,14,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,11,12,,1,,,,,,,,,2,924,290,,2,,7,,0,,,1,1,,,,,,,,1,7,1,,,,,6,501,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
46411,1,11105,1007588,76,38,1,,1,2,2,2,2,2,,,1,1,2,2,,,1,2,2,2,2,2,2,0,141,1,1,1200,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,10000,0,0,0,1,,22,0,2,0,0,55000,30,1,1,1,1999,2,21,20,6,1,1,,1,0,2602,,1,1,6990,106,37,,,6,524,1,,0,2850,4,55000,65000,6,501,3700,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,273043,,1
46417,1,7318,1007588,123,81,1,1988,,2,2,2,1,1,,2,1,2,,2,,,2,2,1,1,2,2,2,0,,,,1200,2,2,2,2,1,2,1954,1,3,,,,,,,,,,2,5,2,2,3,0,0,0,16700,1,,18,0,1,0,12000,0,,3,,2,1957,2,902,920,2,1,,,6,0,,,1,1,,,,,,3,,1,,0,,,0,28700,40,355,,,2,1,4,9,68,30,1,0,1,0,2,0,0,0,0,,,,,,,1
46417,2,7318,1007588,249,25,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,60,1,1,,2,5,2,2,1,2,1971,1,4,,,,,,,,,,3,5,3,3,3,0,0,7,0,1,,19,0,1,0,0,22500,40,1,1,1,1971,1,902,999,4,2,1,,1,0,,,1,1,7380,106,55,,,6,5415,1,,0,5110,4,22500,22500,6,355,7300,6,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,433021,,1
46445,1,2300,1007588,247,63,1,,6,2,2,2,2,2,3,1,2,1,,2,,,2,2,2,1,2,1,2,0,141,1,1,1200,2,3,2,2,1,2,1979,3,2,0,0,1,1,0,0,0,0,0,2,3,2,2,3,7000,0,0,0,1,,20,0,1,0,0,0,30,3,1,2,,1,22,999,,2,1,,6,1,,,1,1,770,130,55,2300,6,4,23,1,,0,6260,,0,7000,41,136,8900,6,2,1,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,472061,6,1
46445,2,2300,1007588,327,80,1,,1,1,1,2,1,1,,,2,,,2,,,2,2,1,1,2,2,2,0,30,1,1,,2,2,2,2,3,2,1984,1,4,,,,,,,,,,2,3,2,2,3,0,0,6,8800,1,,14,0,2,0,5800,0,40,3,1,2,,1,22,999,,1,1,,6,0,,,1,1,6990,136,85,,,3,524,1,,0,4965,4,0,14600,40,136,8500,6,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,419099,,1
46450,1,6101,1007588,55,65,1,,1,1,2,2,2,2,,,2,,2,2,,,2,2,1,1,2,2,2,0,10,1,1,,2,1,2,2,2,2,1980,1,4,,,,,,,,,,2,5,2,2,2,0,0,0,0,1,15,16,0,1,7200,15000,0,25,3,1,1,,1,210,999,,1,1,,6,0,,,1,2,5275,81,40,,,1,4511M,1,,0,4760,4,0,22200,6,343,7700,6,2,1,2,8,67,15,0,0,0,0,1,0,1,0,0,,,,,412031,,1
46450,2,6101,1007588,69,71,1,,1,2,2,2,2,2,,,2,1,2,2,,,2,2,1,2,2,2,2,0,75,1,1,1200,1,1,2,2,2,2,1980,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,15,0,2,0,14000,0,45,2,1,2,,1,84,999,,2,1,,6,0,,,1,1,8660,67,16,,,1,7211,1,,0,340,4,0,14000,16,343,9500,6,2,1,4,8,67,15,0,0,0,0,1,0,1,0,0,,,,,119081,,1
46450,3,6101,1007588,130,43,1,,1,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,60,4,1,,2,1,2,2,1,2,1998,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,21,0,2,0,0,31000,40,1,1,1,,4,999,999,,2,4,,1,1,2602,,1,2,8270,92,41,,,2,6231,1,,0,3500,4,31000,31000,6,343,6100,6,2,1,2,8,67,15,0,0,0,0,1,0,1,0,0,2,2,,,292061,,1
46450,4,6101,1007588,81,55,1,1962,1,2,2,2,1,2,,2,1,2,,2,,,2,2,1,1,2,2,2,0,45,1,1,1200,2,3,2,2,2,2,1994,3,2,0,0,1,0,0,0,0,0,0,3,5,2,2,2,0,0,10,0,1,,20,0,2,16800,0,0,40,3,1,2,1980,1,290,999,5,1,1,,6,0,,,1,2,2880,67,19,6700,6,4,3327,1,,0,8220,4,0,16800,6,343,6500,6,2,1,3,8,67,15,0,0,0,0,1,0,1,0,0,,,,,514XXX,12,1
46458,1,6505,1007588,85,65,1,,1,2,2,2,2,2,,,2,3,,2,,,1,2,2,2,2,2,2,0,60,1,1,1200,2,1,2,2,2,2,1982,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,58000,38,1,1,1,1991,1,32,999,6,2,1,,1,0,,,1,1,7270,100,49,,,1,5411,1,,0,5700,4,58000,58000,6,501,6500,6,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,436010,,1
46458,2,6505,1007588,101,68,1,,6,2,2,2,2,2,,,2,1,,2,,,1,2,1,2,2,2,2,5700,,,11,1200,1,1,2,2,2,2,1982,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,18,2000,1,0,12000,0,30,1,4,2,,1,32,999,,2,,,6,0,1902,,1,1,8880,,,,,1,8114,1,,0,7240,,2000,19700,6,501,9700,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,493050,,1
46479,1,3748,1007588,68,78,1,,6,2,2,2,2,2,,2,2,,2,1,,2,2,2,1,2,2,2,2,20000,35,1,1,,2,1,2,2,2,2,2006,1,3,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,30000,1,0,15000,0,30,1,1,1,,1,51,999,,2,1,,1,0,3600,,1,1,6170,137,85,,,1,484,1,,0,430,4,30000,65000,42,269,3700,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119XXX,,1
46479,2,3748,1007588,64,41,4,2009,,2,2,2,2,2,,,2,2,2,1,4,1,2,2,2,1,2,2,2,0,,,,1970,2,1,2,2,1,2,2006,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,19,0,2,0,0,0,,3,,2,2006,1,171,999,7,2,,,6,0,,,1,1,,,,,,1,,2,,0,,4,0,0,164,269,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,5
46479,3,3748,1007588,71,7,1,1992,,2,2,2,2,2,,,2,2,,2,,,2,2,2,1,2,2,2,0,,,,1970,2,5,2,2,1,2,1970,1,4,,,,,,,,,,2,5,2,2,3,0,0,7,0,2,4,4,0,1,0,7200,0,,3,,2,1987,2,51,171,5,2,,,6,0,,,1,1,,,,,,1,,1,,0,,4,0,7200,6,269,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
46479,4,3748,1007588,57,6,1,,1,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,0,20,1,1,,2,5,2,2,1,2,1973,1,4,,,,,,,,,,2,5,2,2,2,0,0,7,0,2,2,1,0,2,0,0,275000,50,1,1,1,,2,51,171,,2,1,,1,0,6102,,1,1,4170,86,43,,,1,4234,1,,0,4850,,275000,275000,6,269,5900,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,2,1,,,414010,,1
46485,1,7101,1007588,100,68,1,,,2,2,2,1,1,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,,2,5,2,2,1,2,1973,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,50000,1,,19,0,2,0,0,0,,3,,2,,1,148,999,,1,,,6,0,2300,,1,1,,,,,,6,,1,,0,,4,0,50000,36,437,,,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,,1
46489,1,105,1007588,98,72,1,,6,2,2,2,2,1,,2,2,2,,2,,,1,2,1,2,2,1,2,0,20,4,1,1200,2,3,2,2,1,2,1978,1,2,0,0,0,1,0,0,0,0,0,2,5,3,2,3,0,0,0,24000,1,,19,0,1,0,15000,0,99,3,1,2,1985,2,22,50,5,1,4,,6,1,,,1,1,770,94,51,,,4,23,1,,0,6420,,0,39000,39,341,3700,6,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,472140,6,1
46490,1,8303,1007588,109,66,1,,1,2,2,2,2,2,,2,2,1,2,2,,,1,2,1,2,2,2,2,0,,,11,1200,1,3,2,2,1,2,1968,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,2500,0,0,5400,1,,17,0,1,0,2200,50000,30,1,4,1,1996,2,148,50,6,2,,,1,0,,,1,1,8680,,,,,4,722Z,1,,0,4040,2,50000,60100,6,501,8300,6,1,1,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,353011,6,1
46494,1,1904,1007588,18,90,1,,9,1,1,1,1,1,,,1,1,2,2,,,2,2,1,2,2,2,2,0,,,,1200,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,1,13,22,0,1,0,15600,0,,3,,2,,1,50,999,,1,,2,6,0,4801,4901,1,1,9920,,,10500,53,6,9920,1,4,0,9920,4,0,15600,41,136,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,999920,,1
46525,1,5909,1007588,69,35,5,,1,2,2,2,2,2,,,2,2,2,2,,,2,2,2,1,2,2,2,0,15,2,1,1200,1,1,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,7,15,0,2,0,0,20300,40,1,2,1,2000,1,210,999,7,2,2,2,1,0,,,1,2,8590,211,124,,,1,713Z,2,4,0,4220,3,20300,20300,303,366,5900,6,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,37201X,,3
46525,2,5909,1007588,62,42,5,,1,2,2,2,2,2,,,2,1,,2,,,2,1,2,2,2,2,2,0,35,1,1,1200,1,1,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,15,0,1,0,0,85000,40,1,1,1,1999,4,999,999,6,2,1,,1,1,6000,,1,17,4670,83,37,6700,6,1,4411,2,,0,4700,,85000,85000,303,366,5900,6,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,411011,,3
46525,3,5909,1007588,75,18,1,2015,1,2,2,2,2,2,,,2,,1,2,,,1,2,2,1,2,2,2,0,15,1,1,,2,5,2,2,1,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,16,0,1,0,0,1500,20,1,5,2,2000,4,999,999,7,2,1,,1,1,,,1,2,4770,67,25,6700,6,6,442,1,,0,4720,3,1500,1500,6,366,5900,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,412010,,1
46525,4,5909,1007588,82,12,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,9,10,,2,,,,,,,,,4,999,999,,2,,1,,1,,,1,2,,,,6700,6,,,1,4,1,,,,,6,366,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
46525,5,5909,1007588,77,5,1,,,2,2,2,,2,,,2,1,,,,,2,2,2,1,2,2,2,,,,,1200,1,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,2,1,,1,,,,,,,,,4,999,999,,2,,1,,1,,,1,2,,,,6700,6,,,1,4,1,,,,,6,366,,,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
46532,1,5915,1007588,64,44,4,1992,7,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,0,90,1,1,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,0,1,0,0,160000,55,1,1,1,1979,1,416,999,4,2,1,2,1,0,6201,,1,1,7390,82,25,,,6,5416,2,3,0,740,,160000,160000,212,501,7300,6,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,131199,,4
46550,1,3758,1007588,172,41,5,,6,2,2,2,2,2,,,2,2,2,2,,,1,2,2,1,2,2,2,0,30,1,1,1290,2,5,2,2,1,2,1993,1,4,,,,,,,,,,2,5,2,2,3,0,350,0,0,1,,9,0,2,0,0,0,35,3,1,2,1998,1,226,999,6,2,1,,6,0,2407,,1,11,7380,85,40,,,6,5415,2,,0,430,2,0,350,312,2,7300,6,1,1,3,8,67,15,0,0,0,0,1,0,1,0,0,1,2,,,119XXX,,3
46550,2,3758,1007588,198,10,1,,,2,2,2,2,2,,,2,1,2,2,,,1,2,2,1,2,2,2,0,,,,1200,1,5,2,2,1,2,1993,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,6,7,0,2,0,0,0,,3,,2,1967,1,226,999,3,2,,8,6,0,3301,2601,1,11,,,,,,1,,1,8,1,,4,0,0,6,2,,,1,1,1,8,67,15,0,0,0,0,1,0,1,0,1,1,2,,,,,1
46552,1,7902,1007588,63,59,1,,,2,2,2,2,2,,,1,2,,2,,,2,2,1,1,2,2,2,0,,,,1290,2,4,2,2,3,2,1981,1,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,1,15,19,0,2,0,12000,0,,3,,2,2012,2,50,21,7,1,,,6,0,,,1,1,,,,,,5,,1,,0,,,0,12000,36,96,,,2,1,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,1
46555,1,7308,1007588,31,46,1,,1,2,2,2,2,2,,,2,2,2,2,,,1,2,2,2,2,2,2,0,60,1,1,1290,2,1,2,2,3,2,1999,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,15,21,0,2,0,0,60000,25,1,1,1,2012,3,996,999,7,2,1,,1,0,6200,6207,1,1,5790,118,67,,,1,4MS,1,,0,5700,2,60000,60000,6,501,7300,6,1,2,1,6,49,8,0,1,0,0,1,0,0,0,0,2,2,,,436010,,1
